Country;Sector;Product CN Code;Description;Default Value (direct emissions);Default Value (Indirect emissions);Default Value (total emissions);2026 Default Value (Including mark-up);2027 Default Value (Including mark-up);2028 Default Value (Including mark-up);Underlying production route determining CBAM BM
Sri Lanka;Cement;25233000;Aluminous cement;;;;;;;
Sri Lanka;Fertilisers;28080000;"Nitric acid; sulphonitric acids";2.04;0.07;2.11;2.1311;2.1311;2.1311;
Sri Lanka;Fertilisers;28141000;Anhydrous ammonia;;;;;;;
Sri Lanka;Fertilisers;28142000;Ammonia in aqueous solution;0.7;0.06;0.77;0.7777;0.7777;0.7777;
Sri Lanka;Fertilisers;28342100;Nitrate of potassium;1.78;0.1;1.88;1.8988;1.8988;1.8988;
Sri Lanka;Fertilisers;3102;Mineral or chemical fertilizers, nitrogenous;;;;;;;
Sri Lanka;Fertilisers;31021012;Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing =>31,8% but <=33,2 % by weight of urea (excl. that in packages with a gross weight of <= 10 kg);0.52;0.05;0.57;0.5757;0.5757;0.5757;
Sri Lanka;Fertilisers;31021015;Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing >33,2% but <=55% by weight of urea (excl. that in packages with a gross weight of <= 10 kg);0.86;0.05;0.92;0.9292;0.9292;0.9292;
Sri Lanka;Fertilisers;31021019;Urea, whether or not in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg, or in aqueous solution containing =>31,8% but <=55% by weight of urea);1.57;0.15;1.72;1.7372;1.7372;1.7372;
Sri Lanka;Fertilisers;31021090;Urea, whether or not in aqueous solution, containing <= 45% by weight of nitrogen on the dry anhydrous product (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg);1.54;0.15;1.69;1.7069;1.7069;1.7069;
Sri Lanka;Fertilisers;31022100;Ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg);0.68;0.1;0.79;0.7979;0.7979;0.7979;
Sri Lanka;Fertilisers;31022900;Double salts and mixtures of ammonium sulphate and ammonium nitrate;1.25;0.12;1.37;1.3837;1.3837;1.3837;
Sri Lanka;Fertilisers;31023010;Ammonium nitrate in aqueous solution (excl. that in packages with a gross weight of <= 10 kg);1.36;0.09;1.45;1.4645;1.4645;1.4645;
Sri Lanka;Fertilisers;31023090;Ammonium nitrate (excl. that in aqueous solution, in tablets or similar forms, or in packages with a gross weight of <= 10 kg);2.08;0.14;2.23;2.2523;2.2523;2.2523;
Sri Lanka;Fertilisers;31024010;Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing <= 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.8;0.13;1.92;1.9392;1.9392;1.9392;
Sri Lanka;Fertilisers;31024090;Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing > 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.8;0.13;1.92;1.9392;1.9392;1.9392;
Sri Lanka;Fertilisers;31025000;Sodium nitrate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg);3.18;0.1;3.29;3.3229;3.3229;3.3229;
Sri Lanka;Fertilisers;31026000;Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.75;0.12;1.87;1.8887;1.8887;1.8887;
Sri Lanka;Fertilisers;31028000;Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages with a gross weight of <= 10 kg);1.43;0.12;1.55;1.5655;1.5655;1.5655;
Sri Lanka;Fertilisers;31029000;"Mineral or chemical nitrogen fertilisers (excl. urea; ammonium sulphate; ammonium nitrate; sodium nitrate; double salts and mixtures of ammonium nitrate with ammonium sulphate or calcium; mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution; mixtures of ammonium nitrate and calcium carbonate or other non-fertilising inorganic elements; in tablets or similar in packages <= 10 kg)";1.56;0.14;1.69;1.7069;1.7069;1.7069;
Sri Lanka;Fertilisers;3105;Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium;;;;;;;
Sri Lanka;Fertilisers;31051000;Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, or in packages with a gross weight of <= 10 kg;0.74;0.1;0.84;0.8484;0.8484;0.8484;
Sri Lanka;Fertilisers;31052010;Mineral or chemical fertilisers containing phosphorus and potassium, with a nitrogen content > 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);0.9;0.12;1.02;1.0302;1.0302;1.0302;
Sri Lanka;Fertilisers;31052090;Mineral or chemical fertilisers containing nitrogen, phosphorus and potassium, with a nitrogen content <= 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);0.61;0.09;0.7;0.707;0.707;0.707;
Sri Lanka;Fertilisers;31053000;"Diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)";0.55;0.08;0.63;0.6363;0.6363;0.6363;
Sri Lanka;Fertilisers;31054000;"Ammonium dihydrogenorthophosphate ""monoammonium phosphate"", whether or not mixed with diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)";0.35;0.06;0.41;0.4141;0.4141;0.4141;
Sri Lanka;Fertilisers;31055100;Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus (nitrates and phosphates);1.23;0.15;1.38;1.3938;1.3938;1.3938;
Sri Lanka;Fertilisers;31055900;Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus (excl. nitrates and phosphates);0.63;0.12;0.75;0.7575;0.7575;0.7575;
Sri Lanka;Fertilisers;31059020;Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium, or one principal fertilising substance only, incl. mixtures of animal or vegetable fertilisers with chemical or mineral fertilisers, containing > 10% nitrogen by weight (excl. in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.19;0.1;1.29;1.3029;1.3029;1.3029;
Sri Lanka;Fertilisers;31059080;Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium, or one main fertilising element, incl. mixtures of animal or vegetable fertilisers with chemical or mineral fertilisers, not containing nitrogen or with a nitrogen content, by weight, of <= 10% (excl. in tablets or similar forms or in packages of a gross weight of <= 10 kg);0.61;0.06;0.68;0.6868;0.6868;0.6868;
Sri Lanka;Aluminium;7601;Unwrought aluminium;0.36;;0.36;0.396;0.432;0.468;(L)
Sri Lanka;Aluminium;7603;Aluminium powders and flakes;1.05;;1.05;1.155;1.26;1.365;(L)
Sri Lanka;Aluminium;76041010;Bars and rods;1.28;;1.28;1.408;1.536;1.664;(L)
Sri Lanka;Aluminium;76041090;Profiles;1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;76042100;Hollow profiles;1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;76042910;Bars and rods;1.28;;1.28;1.408;1.536;1.664;(L)
Sri Lanka;Aluminium;76042990;Profiles;1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;7605;Aluminium wire;1.28;;1.28;1.408;1.536;1.664;(L)
Sri Lanka;Aluminium;7606;Aluminium plates, sheets and strip, of a thickness exceeding 0,2 mm;1.73;;1.73;1.903;2.076;2.249;(L)
Sri Lanka;Aluminium;7607;Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0,2 mm;1.73;;1.73;1.903;2.076;2.249;(L)
Sri Lanka;Aluminium;7608;Aluminium tubes and pipes;1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;76090000;Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves);1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;76101000;Doors, windows and their frames and thresholds for doors;1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;761090;Other;1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;76109010;Bridges and bridge-sections, towers and lattice masts;1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;76109090;Other;1.29;;1.29;1.419;1.548;1.677;(L)
Sri Lanka;Aluminium;76110000;Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment;1.73;;1.73;1.903;2.076;2.249;(L)
Sri Lanka;Aluminium;7612;Aluminium casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment;1.73;;1.73;1.903;2.076;2.249;(L)
Sri Lanka;Aluminium;76130000;Aluminium containers for compressed or liquefied gas;1.73;;1.73;1.903;2.076;2.249;(L)
Sri Lanka;Aluminium;7614;Stranded wire, cables, plaited bands and the like, of aluminium, not electrically insulated;1.28;;1.28;1.408;1.536;1.664;(L)
Sri Lanka;Aluminium;76161000;Nails, tacks, staples (other than those of heading 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers and similar articles;1.73;;1.73;1.903;2.076;2.249;(L)
Sri Lanka;Aluminium;76169100;Cloth, grill, netting and fencing, of aluminium wire;1.73;;1.73;1.903;2.076;2.249;(L)
Sri Lanka;Aluminium;76169910;Cast;1.05;;1.05;1.155;1.26;1.365;(L)
Sri Lanka;Aluminium;76169990;Other;1.73;;1.73;1.903;2.076;2.249;(L)
Sri Lanka;Hydrogen;28041000;Hydrogen;10.82;;10.82;11.902;12.984;14.066;
Sudan;Cement;25070080;Calcined clay;;;;;;;
Sudan;Cement;25231000;White clinker;;;;;;;
Sudan;Cement;25231000;Grey clinker;0.85;0.02;0.87;0.957;1.044;1.131;(A)
Sudan;Cement;25232100;White Portland cement;;;;;;;
Sudan;Cement;25232900;Grey Portland cement;0.86;0.04;0.9;0.99;1.08;1.17;
Sudan;Cement;25239000;White hydraulic cements;;;;;;;
Sudan;Cement;25239000;Grey hydraulic cements;0.82;0.04;0.87;0.957;1.044;1.131;(A)
Sudan;Cement;25233000;Aluminous cement;;;;;;;
Sudan;Fertilisers;28080000;"Nitric acid; sulphonitric acids";1.92;0.04;1.96;1.9796;1.9796;1.9796;
Sudan;Fertilisers;28141000;Anhydrous ammonia;;;;;;;
Sudan;Fertilisers;28142000;Ammonia in aqueous solution;0.61;0.03;0.64;0.6464;0.6464;0.6464;
Sudan;Fertilisers;28342100;Nitrate of potassium;1.65;0.05;1.7;1.717;1.717;1.717;
Sudan;Fertilisers;3102;Mineral or chemical fertilizers, nitrogenous;;;;;;;
Sudan;Fertilisers;31021012;Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing =>31,8% but <=33,2 % by weight of urea (excl. that in packages with a gross weight of <= 10 kg);0.46;0.03;0.49;0.4949;0.4949;0.4949;
Sudan;Fertilisers;31021015;Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing >33,2% but <=55% by weight of urea (excl. that in packages with a gross weight of <= 10 kg);0.77;0.03;0.79;0.7979;0.7979;0.7979;
Sudan;Fertilisers;31021019;Urea, whether or not in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg, or in aqueous solution containing =>31,8% but <=55% by weight of urea);1.4;0.08;1.48;1.4948;1.4948;1.4948;
Sudan;Fertilisers;31021090;Urea, whether or not in aqueous solution, containing <= 45% by weight of nitrogen on the dry anhydrous product (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg);1.36;0.08;1.44;1.4544;1.4544;1.4544;
Sudan;Fertilisers;31022100;Ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg);0.6;0.05;0.66;0.6666;0.6666;0.6666;
Sudan;Fertilisers;31022900;Double salts and mixtures of ammonium sulphate and ammonium nitrate;1.14;0.06;1.2;1.212;1.212;1.212;
Sudan;Fertilisers;31023010;Ammonium nitrate in aqueous solution (excl. that in packages with a gross weight of <= 10 kg);1.26;0.05;1.3;1.313;1.313;1.313;
Sudan;Fertilisers;31023090;Ammonium nitrate (excl. that in aqueous solution, in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.93;0.07;2.01;2.0301;2.0301;2.0301;
Sudan;Fertilisers;31024010;Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing <= 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.67;0.07;1.74;1.7574;1.7574;1.7574;
Sudan;Fertilisers;31024090;Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing > 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.67;0.07;1.74;1.7574;1.7574;1.7574;
Sudan;Fertilisers;31025000;Sodium nitrate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg);3.0;0.06;3.06;3.0906;3.0906;3.0906;
Sudan;Fertilisers;31026000;Double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.62;0.06;1.68;1.6968;1.6968;1.6968;
Sudan;Fertilisers;31028000;Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages with a gross weight of <= 10 kg);1.3;0.06;1.36;1.3736;1.3736;1.3736;
Sudan;Fertilisers;31029000;"Mineral or chemical nitrogen fertilisers (excl. urea; ammonium sulphate; ammonium nitrate; sodium nitrate; double salts and mixtures of ammonium nitrate with ammonium sulphate or calcium; mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution; mixtures of ammonium nitrate and calcium carbonate or other non-fertilising inorganic elements; in tablets or similar in packages <= 10 kg)";1.41;0.07;1.48;1.4948;1.4948;1.4948;
Sudan;Fertilisers;3105;Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, phosphorus and potassium;;;;;;;
Sudan;Fertilisers;31051000;Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, or in packages with a gross weight of <= 10 kg;0.67;0.05;0.73;0.7373;0.7373;0.7373;
Sudan;Fertilisers;31052010;Mineral or chemical fertilisers containing phosphorus and potassium, with a nitrogen content > 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);0.84;0.06;0.9;0.909;0.909;0.909;
Sudan;Fertilisers;31052090;Mineral or chemical fertilisers containing nitrogen, phosphorus and potassium, with a nitrogen content <= 10 % by weight on the dry anhydrous product (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg);0.57;0.05;0.61;0.6161;0.6161;0.6161;
Sudan;Fertilisers;31053000;"Diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)";0.48;0.04;0.52;0.5252;0.5252;0.5252;
Sudan;Fertilisers;31054000;"Ammonium dihydrogenorthophosphate ""monoammonium phosphate"", whether or not mixed with diammonium hydrogenorthophosphate ""diammonium phosphate"" (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)";0.31;0.03;0.34;0.3434;0.3434;0.3434;
Sudan;Fertilisers;31055100;Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus (nitrates and phosphates);1.14;0.08;1.22;1.2322;1.2322;1.2322;
Sudan;Fertilisers;31055900;Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus (excl. nitrates and phosphates);0.56;0.08;0.64;0.6464;0.6464;0.6464;
Sudan;Fertilisers;31059020;Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium, or one principal fertilising substance only, incl. mixtures of animal or vegetable fertilisers with chemical or mineral fertilisers, containing > 10% nitrogen by weight (excl. in tablets or similar forms, or in packages with a gross weight of <= 10 kg);1.1;0.05;1.15;1.1615;1.1615;1.1615;
Sudan;Fertilisers;31059080;Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium, or one main fertilising element, incl. mixtures of animal or vegetable fertilisers with chemical or mineral fertilisers, not containing nitrogen or with a nitrogen content, by weight, of <= 10% (excl. in tablets or similar forms or in packages of a gross weight of <= 10 kg);0.57;0.03;0.6;0.606;0.606;0.606;
Sudan;Hydrogen;28041000;Hydrogen;10.82;;10.82;11.902;12.984;14.066;
Suriname;Cement;25070080;Calcined clay;;;;;;;
Suriname;Cement;25231000;White clinker;;;;;;;
Suriname;Cement;25231000;Grey clinker;;;;;;;
Suriname;Cement;25232100;White Portland cement;;;;;;;
Suriname;Cement;25232900;Grey Portland cement;1.18;0.06;1.24;1.364;1.488;1.612;
Suriname;Cement;25239000;White hydraulic cements;;;;;;;
Suriname;Cement;25239000;Grey hydraulic cements;1.12;0.06;1.18;1.298;1.416;1.534;(A)
Suriname;Cement;25233000;Aluminous cement;;;;;;;
Suriname;Fertilisers;28080000;"Nitric acid; sulphonitric acids";1.8;0.04;1.84;1.8584;1.8584;1.8584;
Suriname;Fertilisers;28141000;Anhydrous ammonia;;;;;;;
Suriname;Fertilisers;28142000;Ammonia in aqueous solution;0.68;0.04;0.72;0.7272;0.7272;0.7272;
Suriname;Fertilisers;28342100;Nitrate of potassium;1.58;0.06;1.63;1.6463;1.6463;1.6463;
Suriname;Fertilisers;3102;Mineral or chemical fertilizers, nitrogenous;;;;;;;
Suriname;Fertilisers;31021012;Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing =>31,8% but <=33,2 % by weight of urea (excl. that in packages with a gross weight of <= 10 kg);0.43;0.03;0.45;0.4545;0.4545;0.4545;
Suriname;Fertilisers;31021015;Urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing >33,2% but <=55% by weight of urea (excl. that in packages with a gross weight of <= 10 kg);0.71;0.03;0.73;0.7373;0.7373;0.7373;
